file,File,Repo,File,for loops,while loops,do-while loops,total,File,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
editor/plugins/animation_tree_editor_plugin.c,editor/plugins/animation_tree_editor_plugin.c,godot,editor/plugins/animation_tree_editor_plugin.c,8,1,0,9,editor/plugins/animation_tree_editor_plugin.c,editor/plugins/animation_tree_editor_plugin.c,13,13,16,42,62458,editor/plugins/animation_tree_editor_plugin.c,19,13,16,48,61873
editor/plugins/embedded_process.c,editor/plugins/embedded_process.c,godot,editor/plugins/embedded_process.c,0,0,0,0,editor/plugins/embedded_process.c,editor/plugins/embedded_process.c,6,4,16,26,41400,editor/plugins/embedded_process.c,6,4,16,26,41400
editor/plugins/gradient_editor_plugin.c,editor/plugins/gradient_editor_plugin.c,godot,editor/plugins/gradient_editor_plugin.c,6,1,0,7,editor/plugins/gradient_editor_plugin.c,editor/plugins/gradient_editor_plugin.c,19,21,34,74,119821,editor/plugins/gradient_editor_plugin.c,19,21,34,74,119821
editor/plugins/shader_editor_plugin.c,editor/plugins/shader_editor_plugin.c,godot,editor/plugins/shader_editor_plugin.c,11,2,0,13,editor/plugins/shader_editor_plugin.c,editor/plugins/shader_editor_plugin.c,24,37,50,111,145984,editor/plugins/shader_editor_plugin.c,35,37,50,122,140857
editor/plugins/skeleton_3d_editor_plugin.c,editor/plugins/skeleton_3d_editor_plugin.c,godot,editor/plugins/skeleton_3d_editor_plugin.c,22,4,0,26,editor/plugins/skeleton_3d_editor_plugin.c,editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,174,262533,editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,174,262533
editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,godot,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,0,0,0,0,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,11,4,17,32,56535,editor/plugins/gpu_particles_collision_sdf_editor_plugin.c,14,4,17,35,56009
editor/plugins/path_3d_editor_plugin.c,editor/plugins/path_3d_editor_plugin.c,godot,editor/plugins/path_3d_editor_plugin.c,15,1,0,16,editor/plugins/path_3d_editor_plugin.c,editor/plugins/path_3d_editor_plugin.c,17,12,40,69,152408,editor/plugins/path_3d_editor_plugin.c,17,12,40,69,152408
editor/plugins/bit_map_editor_plugin.c,editor/plugins/bit_map_editor_plugin.c,godot,editor/plugins/bit_map_editor_plugin.c,0,0,0,0,editor/plugins/bit_map_editor_plugin.c,editor/plugins/bit_map_editor_plugin.c,18,0,6,24,53914,editor/plugins/bit_map_editor_plugin.c,22,0,6,28,53303
editor/plugins/polygon_3d_editor_plugin.c,editor/plugins/polygon_3d_editor_plugin.c,godot,editor/plugins/polygon_3d_editor_plugin.c,5,0,0,5,editor/plugins/polygon_3d_editor_plugin.c,editor/plugins/polygon_3d_editor_plugin.c,16,8,23,47,92982,editor/plugins/polygon_3d_editor_plugin.c,26,9,21,56,91941
editor/plugins/text_shader_editor.c,editor/plugins/text_shader_editor.c,godot,editor/plugins/text_shader_editor.c,14,0,0,14,editor/plugins/text_shader_editor.c,editor/plugins/text_shader_editor.c,37,41,112,190,241221,editor/plugins/text_shader_editor.c,37,41,112,190,241221
editor/plugins/audio_stream_editor_plugin.c,editor/plugins/audio_stream_editor_plugin.c,godot,editor/plugins/audio_stream_editor_plugin.c,1,0,0,1,editor/plugins/audio_stream_editor_plugin.c,editor/plugins/audio_stream_editor_plugin.c,18,6,11,35,78892,editor/plugins/audio_stream_editor_plugin.c,18,6,11,35,78892
editor/plugins/font_config_plugin.c,editor/plugins/font_config_plugin.c,godot,editor/plugins/font_config_plugin.c,15,0,0,15,editor/plugins/font_config_plugin.c,editor/plugins/font_config_plugin.c,34,44,80,158,214901,editor/plugins/font_config_plugin.c,34,44,80,158,214901
editor/plugins/resource_preloader_editor_plugin.c,editor/plugins/resource_preloader_editor_plugin.c,godot,editor/plugins/resource_preloader_editor_plugin.c,1,3,0,4,editor/plugins/resource_preloader_editor_plugin.c,editor/plugins/resource_preloader_editor_plugin.c,14,23,38,75,104204,editor/plugins/resource_preloader_editor_plugin.c,14,23,38,75,104204
editor/plugins/particle_process_material_editor_plugin.c,editor/plugins/particle_process_material_editor_plugin.c,godot,editor/plugins/particle_process_material_editor_plugin.c,0,0,0,0,editor/plugins/particle_process_material_editor_plugin.c,editor/plugins/particle_process_material_editor_plugin.c,14,9,18,41,77903,editor/plugins/particle_process_material_editor_plugin.c,14,9,18,41,77897
editor/plugins/packed_scene_editor_plugin.c,editor/plugins/packed_scene_editor_plugin.c,godot,editor/plugins/packed_scene_editor_plugin.c,0,0,0,0,editor/plugins/packed_scene_editor_plugin.c,editor/plugins/packed_scene_editor_plugin.c,15,4,12,31,50113,editor/plugins/packed_scene_editor_plugin.c,15,4,12,31,50107
editor/plugins/asset_library_editor_plugin.c,editor/plugins/asset_library_editor_plugin.c,godot,editor/plugins/asset_library_editor_plugin.c,15,1,0,16,editor/plugins/asset_library_editor_plugin.c,editor/plugins/asset_library_editor_plugin.c,32,34,87,153,274510,editor/plugins/asset_library_editor_plugin.c,32,34,87,153,274510
editor/plugins/path_2d_editor_plugin.c,editor/plugins/path_2d_editor_plugin.c,godot,editor/plugins/path_2d_editor_plugin.c,5,0,0,5,editor/plugins/path_2d_editor_plugin.c,editor/plugins/path_2d_editor_plugin.c,11,4,22,37,100798,editor/plugins/path_2d_editor_plugin.c,15,4,20,39,99263
editor/plugins/theme_editor_preview.c,editor/plugins/theme_editor_preview.c,godot,editor/plugins/theme_editor_preview.c,3,0,0,3,editor/plugins/theme_editor_preview.c,editor/plugins/theme_editor_preview.c,22,9,16,47,113191,editor/plugins/theme_editor_preview.c,22,9,16,47,113191
editor/plugins/canvas_item_editor_plugin.c,editor/plugins/canvas_item_editor_plugin.c,godot,editor/plugins/canvas_item_editor_plugin.c,54,4,0,58,editor/plugins/canvas_item_editor_plugin.c,editor/plugins/canvas_item_editor_plugin.c,61,82,211,354,603293,editor/plugins/canvas_item_editor_plugin.c,61,82,211,354,603293
editor/plugins/script_text_editor.c,editor/plugins/script_text_editor.c,godot,editor/plugins/script_text_editor.c,24,17,0,41,editor/plugins/script_text_editor.c,editor/plugins/script_text_editor.c,41,46,147,234,371529,editor/plugins/script_text_editor.c,41,46,147,234,371529
editor/plugins/collision_polygon_2d_editor_plugin.c,editor/plugins/collision_polygon_2d_editor_plugin.c,godot,editor/plugins/collision_polygon_2d_editor_plugin.c,0,0,0,0,editor/plugins/collision_polygon_2d_editor_plugin.c,editor/plugins/collision_polygon_2d_editor_plugin.c,12,0,13,25,44466,editor/plugins/collision_polygon_2d_editor_plugin.c,16,0,13,29,44219
editor/plugins/animation_blend_space_1d_editor.c,editor/plugins/animation_blend_space_1d_editor.c,godot,editor/plugins/animation_blend_space_1d_editor.c,3,0,0,3,editor/plugins/animation_blend_space_1d_editor.c,editor/plugins/animation_blend_space_1d_editor.c,15,33,81,129,135420,editor/plugins/animation_blend_space_1d_editor.c,15,33,81,129,135420
editor/plugins/style_box_editor_plugin.c,editor/plugins/style_box_editor_plugin.c,godot,editor/plugins/style_box_editor_plugin.c,0,0,0,0,editor/plugins/style_box_editor_plugin.c,editor/plugins/style_box_editor_plugin.c,13,4,14,31,49839,editor/plugins/style_box_editor_plugin.c,13,4,14,31,49839
editor/plugins/mesh_instance_3d_editor_plugin.c,editor/plugins/mesh_instance_3d_editor_plugin.c,godot,editor/plugins/mesh_instance_3d_editor_plugin.c,8,0,0,8,editor/plugins/mesh_instance_3d_editor_plugin.c,editor/plugins/mesh_instance_3d_editor_plugin.c,20,12,34,66,110722,editor/plugins/mesh_instance_3d_editor_plugin.c,20,12,34,66,110722
editor/plugins/texture_editor_plugin.c,editor/plugins/texture_editor_plugin.c,godot,editor/plugins/texture_editor_plugin.c,1,0,0,1,editor/plugins/texture_editor_plugin.c,editor/plugins/texture_editor_plugin.c,15,2,13,30,62364,editor/plugins/texture_editor_plugin.c,20,2,12,34,61447
editor/plugins/animation_blend_space_2d_editor.c,editor/plugins/animation_blend_space_2d_editor.c,godot,editor/plugins/animation_blend_space_2d_editor.c,16,0,0,16,editor/plugins/animation_blend_space_2d_editor.c,editor/plugins/animation_blend_space_2d_editor.c,17,20,52,89,156513,editor/plugins/animation_blend_space_2d_editor.c,17,20,52,89,156513
editor/plugins/mesh_editor_plugin.c,editor/plugins/mesh_editor_plugin.c,godot,editor/plugins/mesh_editor_plugin.c,0,0,0,0,editor/plugins/mesh_editor_plugin.c,editor/plugins/mesh_editor_plugin.c,18,2,6,26,64859,editor/plugins/mesh_editor_plugin.c,27,2,6,35,63759
editor/plugins/light_occluder_2d_editor_plugin.c,editor/plugins/light_occluder_2d_editor_plugin.c,godot,editor/plugins/light_occluder_2d_editor_plugin.c,0,0,0,0,editor/plugins/light_occluder_2d_editor_plugin.c,editor/plugins/light_occluder_2d_editor_plugin.c,12,0,1,13,33647,editor/plugins/light_occluder_2d_editor_plugin.c,16,0,1,17,33316
editor/plugins/texture_3d_editor_plugin.c,editor/plugins/texture_3d_editor_plugin.c,godot,editor/plugins/texture_3d_editor_plugin.c,0,0,0,0,editor/plugins/texture_3d_editor_plugin.c,editor/plugins/texture_3d_editor_plugin.c,12,4,12,28,54281,editor/plugins/texture_3d_editor_plugin.c,14,4,12,30,53387
editor/plugins/input_event_editor_plugin.c,editor/plugins/input_event_editor_plugin.c,godot,editor/plugins/input_event_editor_plugin.c,0,0,0,0,editor/plugins/input_event_editor_plugin.c,editor/plugins/input_event_editor_plugin.c,15,2,6,23,51205,editor/plugins/input_event_editor_plugin.c,19,2,6,27,50414
editor/plugins/root_motion_editor_plugin.c,editor/plugins/root_motion_editor_plugin.c,godot,editor/plugins/root_motion_editor_plugin.c,3,1,0,4,editor/plugins/root_motion_editor_plugin.c,editor/plugins/root_motion_editor_plugin.c,12,7,31,50,68930,editor/plugins/root_motion_editor_plugin.c,12,7,31,50,68930
editor/plugins/tiles/tile_proxies_manager_dialog.c,editor/plugins/tiles/tile_proxies_manager_dialog.c,godot,editor/plugins/tiles/tile_proxies_manager_dialog.c,13,0,0,13,editor/plugins/tiles/tile_proxies_manager_dialog.c,editor/plugins/tiles/tile_proxies_manager_dialog.c,13,10,55,78,108725,editor/plugins/tiles/tile_proxies_manager_dialog.c,26,10,55,91,106360
editor/plugins/tiles/tile_map_layer_editor.c,editor/plugins/tiles/tile_map_layer_editor.c,godot,editor/plugins/tiles/tile_map_layer_editor.c,97,5,0,102,editor/plugins/tiles/tile_map_layer_editor.c,editor/plugins/tiles/tile_map_layer_editor.c,88,116,309,513,529302,editor/plugins/tiles/tile_map_layer_editor.c,88,116,309,513,529302
editor/plugins/tiles/tile_set_editor.c,editor/plugins/tiles/tile_set_editor.c,godot,editor/plugins/tiles/tile_set_editor.c,21,2,0,23,editor/plugins/tiles/tile_set_editor.c,editor/plugins/tiles/tile_set_editor.c,23,38,63,124,153816,editor/plugins/tiles/tile_set_editor.c,31,38,60,129,147596
editor/plugins/tiles/tile_atlas_view.c,editor/plugins/tiles/tile_atlas_view.c,godot,editor/plugins/tiles/tile_atlas_view.c,19,0,0,19,editor/plugins/tiles/tile_atlas_view.c,editor/plugins/tiles/tile_atlas_view.c,10,27,68,105,118880,editor/plugins/tiles/tile_atlas_view.c,16,20,58,94,116189
editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,godot,editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,4,0,0,4,editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,18,14,28,60,122971,editor/plugins/tiles/tile_set_scenes_collection_source_editor.c,28,14,28,70,120854
editor/plugins/tiles/atlas_merging_dialog.c,editor/plugins/tiles/atlas_merging_dialog.c,godot,editor/plugins/tiles/atlas_merging_dialog.c,12,0,0,12,editor/plugins/tiles/atlas_merging_dialog.c,editor/plugins/tiles/atlas_merging_dialog.c,18,16,34,68,85998,editor/plugins/tiles/atlas_merging_dialog.c,27,16,34,77,85187
editor/plugins/tiles/tile_set_atlas_source_editor.c,editor/plugins/tiles/tile_set_atlas_source_editor.c,godot,editor/plugins/tiles/tile_set_atlas_source_editor.c,63,0,0,63,editor/plugins/tiles/tile_set_atlas_source_editor.c,editor/plugins/tiles/tile_set_atlas_source_editor.c,44,71,237,352,447867,editor/plugins/tiles/tile_set_atlas_source_editor.c,44,71,237,352,447867
editor/plugins/tiles/tile_data_editors.c,editor/plugins/tiles/tile_data_editors.c,godot,editor/plugins/tiles/tile_data_editors.c,91,2,0,93,editor/plugins/tiles/tile_data_editors.c,editor/plugins/tiles/tile_data_editors.c,44,70,204,318,484915,editor/plugins/tiles/tile_data_editors.c,44,70,204,318,484915
editor/plugins/control_editor_plugin.c,editor/plugins/control_editor_plugin.c,godot,editor/plugins/control_editor_plugin.c,7,0,0,7,editor/plugins/control_editor_plugin.c,editor/plugins/control_editor_plugin.c,39,40,93,172,218021,editor/plugins/control_editor_plugin.c,39,40,93,172,218021
editor/plugins/navigation_obstacle_3d_editor_plugin.c,editor/plugins/navigation_obstacle_3d_editor_plugin.c,godot,editor/plugins/navigation_obstacle_3d_editor_plugin.c,12,0,0,12,editor/plugins/navigation_obstacle_3d_editor_plugin.c,editor/plugins/navigation_obstacle_3d_editor_plugin.c,19,9,32,60,114282,editor/plugins/navigation_obstacle_3d_editor_plugin.c,19,9,32,60,114282
editor/plugins/abstract_polygon_2d_editor.c,editor/plugins/abstract_polygon_2d_editor.c,godot,editor/plugins/abstract_polygon_2d_editor.c,9,0,0,9,editor/plugins/abstract_polygon_2d_editor.c,editor/plugins/abstract_polygon_2d_editor.c,10,8,16,34,77585,editor/plugins/abstract_polygon_2d_editor.c,10,8,16,34,77585
editor/plugins/material_editor_plugin.c,editor/plugins/material_editor_plugin.c,godot,editor/plugins/material_editor_plugin.c,0,0,0,0,editor/plugins/material_editor_plugin.c,editor/plugins/material_editor_plugin.c,30,6,17,53,141911,editor/plugins/material_editor_plugin.c,30,6,17,53,141911
editor/plugins/theme_editor_plugin.c,editor/plugins/theme_editor_plugin.c,godot,editor/plugins/theme_editor_plugin.c,17,4,0,21,editor/plugins/theme_editor_plugin.c,editor/plugins/theme_editor_plugin.c,37,122,290,449,609384,editor/plugins/theme_editor_plugin.c,37,122,290,449,609384
editor/plugins/bone_map_editor_plugin.c,editor/plugins/bone_map_editor_plugin.c,godot,editor/plugins/bone_map_editor_plugin.c,30,16,0,46,editor/plugins/bone_map_editor_plugin.c,editor/plugins/bone_map_editor_plugin.c,27,36,86,149,226742,editor/plugins/bone_map_editor_plugin.c,27,36,86,149,226742
editor/plugins/animation_library_editor.c,editor/plugins/animation_library_editor.c,godot,editor/plugins/animation_library_editor.c,0,3,0,3,editor/plugins/animation_library_editor.c,editor/plugins/animation_library_editor.c,28,42,99,169,197374,editor/plugins/animation_library_editor.c,34,43,98,175,195987
editor/plugins/editor_plugin.c,editor/plugins/editor_plugin.c,godot,editor/plugins/editor_plugin.c,3,0,0,3,editor/plugins/editor_plugin.c,editor/plugins/editor_plugin.c,3,8,32,43,382888,editor/plugins/editor_plugin.c,11,8,32,51,380632
editor/plugins/curve_editor_plugin.c,editor/plugins/curve_editor_plugin.c,godot,editor/plugins/curve_editor_plugin.c,10,0,0,10,editor/plugins/curve_editor_plugin.c,editor/plugins/curve_editor_plugin.c,21,7,37,65,136802,editor/plugins/curve_editor_plugin.c,21,7,37,65,136802
editor/plugins/gradient_texture_2d_editor_plugin.c,editor/plugins/gradient_texture_2d_editor_plugin.c,godot,editor/plugins/gradient_texture_2d_editor_plugin.c,1,0,0,1,editor/plugins/gradient_texture_2d_editor_plugin.c,editor/plugins/gradient_texture_2d_editor_plugin.c,18,8,13,39,79149,editor/plugins/gradient_texture_2d_editor_plugin.c,18,8,13,39,79149
editor/plugins/editor_plugin_settings.c,editor/plugins/editor_plugin_settings.c,godot,editor/plugins/editor_plugin_settings.c,3,0,0,3,editor/plugins/editor_plugin_settings.c,editor/plugins/editor_plugin_settings.c,14,13,32,59,76429,editor/plugins/editor_plugin_settings.c,21,13,31,65,73168
editor/plugins/polygon_2d_editor_plugin.c,editor/plugins/polygon_2d_editor_plugin.c,godot,editor/plugins/polygon_2d_editor_plugin.c,34,1,0,35,editor/plugins/polygon_2d_editor_plugin.c,editor/plugins/polygon_2d_editor_plugin.c,40,21,43,104,202674,editor/plugins/polygon_2d_editor_plugin.c,45,21,36,102,195602
editor/editor_undo_redo_manager.c,editor/editor_undo_redo_manager.c,godot,editor/editor_undo_redo_manager.c,0,0,0,0,editor/editor_undo_redo_manager.c,editor/editor_undo_redo_manager.c,4,7,37,48,116460,editor/editor_undo_redo_manager.c,4,7,37,48,116460
editor/debugger/editor_debugger_node.c,editor/debugger/editor_debugger_node.c,godot,editor/debugger/editor_debugger_node.c,3,0,0,3,editor/debugger/editor_debugger_node.c,editor/debugger/editor_debugger_node.c,17,47,64,128,184259,editor/debugger/editor_debugger_node.c,17,47,64,128,184259
editor/debugger/debug_adapter/debug_adapter_parser.c,editor/debugger/debug_adapter/debug_adapter_parser.c,godot,editor/debugger/debug_adapter/debug_adapter_parser.c,6,0,0,6,editor/debugger/debug_adapter/debug_adapter_parser.c,editor/debugger/debug_adapter/debug_adapter_parser.c,3,4,13,20,78683,editor/debugger/debug_adapter/debug_adapter_parser.c,6,4,13,23,77985
editor/debugger/debug_adapter/debug_adapter_protocol.c,editor/debugger/debug_adapter/debug_adapter_protocol.c,godot,editor/debugger/debug_adapter/debug_adapter_protocol.c,31,4,0,35,editor/debugger/debug_adapter/debug_adapter_protocol.c,editor/debugger/debug_adapter/debug_adapter_protocol.c,23,69,101,193,235188,editor/debugger/debug_adapter/debug_adapter_protocol.c,24,69,101,194,232563
editor/debugger/editor_expression_evaluator.c,editor/debugger/editor_expression_evaluator.c,godot,editor/debugger/editor_expression_evaluator.c,0,0,0,0,editor/debugger/editor_expression_evaluator.c,editor/debugger/editor_expression_evaluator.c,10,10,22,42,59032,editor/debugger/editor_expression_evaluator.c,10,10,22,42,59032
editor/debugger/editor_visual_profiler.c,editor/debugger/editor_visual_profiler.c,godot,editor/debugger/editor_visual_profiler.c,19,3,0,22,editor/debugger/editor_visual_profiler.c,editor/debugger/editor_visual_profiler.c,14,18,38,70,107834,editor/debugger/editor_visual_profiler.c,14,18,38,70,107834
